,LogID,URL,File,Directory,ArchiveURL,ArchiveTime,NewArchive
0,1,https://www.federalreserve.gov/econres/files/scf2019s.zip,scf2019s.zip,data/extracted/,https://web.archive.org/web/20201016175135/https://www.federalreserve.gov/econres/files/scf2019s.zip,2020-10-16 17:51:35,0
